Model,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip
Radeon X300,0.064,128,375,200,4,4,No,PCIe 1.0 x16,DDR,RV370
Radeon X300 LE,0.064,128,325,200,4,4,No,PCIe 1.0 x16,DDR,RV370
Radeon X300 SE,0.064,64,325,200,4,4,No,PCIe 1.0 x16,DDR,RV370
Radeon X600,0.256,128,400,250,4,4,No,PCIe 1.0 x16,DDR,RV370
Radeon X600 PRO,0.128,128,400,300,4,4,No,PCIe 1.0 x16,DDR,RV370
Radeon X600 PRO,0.128,128,400,300,4,4,No,PCIe 1.0 x16,DDR,RV380
Radeon X600 SE,0.128,64,325,250,4,4,No,PCIe 1.0 x16,DDR,RV370
Radeon X600 XT,0.128,128,500,370,4,4,No,PCIe 1.0 x16,DDR,RV380
Radeon X700,0.128,128,400,250,8,8,No,PCIe 1.0 x16,DDR,RV410
Radeon X700 AGP,0.128,128,400,250,8,8,No,AGP 8x,DDR,RV410
Radeon X700 LE,0.128,128,400,350,8,8,No,PCIe 1.0 x16,DDR,RV410
Radeon X700 PRO,0.128,128,425,430,8,8,No,PCIe 1.0 x16,GDDR3,RV410
Radeon X700 PRO AGP,0.128,128,425,472,8,8,No,AGP 8x,DDR,RV410
Radeon X700 XT,0.128,128,475,525,8,8,No,PCIe 1.0 x16,GDDR3,RV410
Radeon X800,0.256,256,400,350,12,12,No,PCIe 1.0 x16,DDR,R430
Radeon X800 PRO,0.256,256,475,450,12,12,No,PCIe 1.0 x16,GDDR3,R423
Radeon X800 PRO AGP,0.256,256,475,450,12,12,No,AGP 8x,GDDR3,R420
Radeon X800 SE,0.128,256,425,350,8,8,No,PCIe 1.0 x16,DDR,R423
Radeon X800 SE AGP,0.256,256,450,400,8,8,No,AGP 8x,DDR,R420
Radeon X800 VE AGP,0.256,256,425,398,16,16,No,AGP 8x,GDDR3,R420
Radeon X800 XL,0.256,256,400,490,16,16,No,PCIe 1.0 x16,GDDR3,R480
Radeon X800 XL AGP,0.256,256,400,500,16,16,No,AGP 8x,GDDR3,R430
Radeon X800 XT,0.256,256,500,500,16,16,No,PCIe 1.0 x16,GDDR3,R423
Radeon X800 XT AGP,0.256,256,500,500,16,16,No,AGP 8x,GDDR3,R420
Radeon X800 XT Mac Edition,0.256,256,475,500,16,16,No,AGP Pro 8x,GDDR3,R423
Radeon X800 XT Platinum,0.256,256,520,560,16,16,No,PCIe 1.0 x16,GDDR3,R423
Radeon X800 XT Platinum AGP,0.256,256,520,560,16,16,No,AGP 8x,GDDR3,R420
Radeon X850 PRO,0.256,256,507,520,12,12,No,PCIe 1.0 x16,GDDR3,R480
Radeon X850 XT,0.256,256,520,540,16,16,No,PCIe 1.0 x16,GDDR3,R480
Radeon X850 XT Platinum,0.256,256,540,590,16,16,No,PCIe 1.0 x16,GDDR3,R480
Radeon Xpress 200 IGP,,,300,,4,4,Yes,PCIe 1.0 x16,System Shared,RS480
Radeon Xpress 200 IGP,,,300,,2,2,Yes,PCI,System Shared,RC410
All-In-Wonder 9000 PRO,0.064,128,275,270,4,4,No,AGP 8x,DDR,RV250
All-In-Wonder 9600,0.128,128,324,196,4,4,No,AGP 8x,DDR,RV350
All-In-Wonder 9600 PRO,0.128,128,398,324,4,4,No,AGP 8x,DDR,RV350
All-In-Wonder 9700 PRO,0.128,256,325,310,8,8,No,AGP 8x,DDR,R300
All-In-Wonder 9800 PRO,0.128,256,378,338,8,8,No,AGP 8x,DDR,R350
All-In-Wonder 9800 SE,0.128,128,378,297,4,8,No,AGP 8x,DDR,R350
Extreme Graphics 2,,,200,,2,1,Yes,FSB,System Shared,Springdale
Extreme Graphics 2,,,200,,1,1,Yes,FSB,System Shared,Montara
FireGL 9600 T2-128,0.128,128,398,297,4,4,No,AGP 8x,DDR,RV350
FireGL 9600 T2-64S,0.064,128,324,203,4,4,No,AGP 8x,DDR,RV350
FireGL 9800 X2-256,0.256,256,380,350,8,8,No,AGP 8x,DDR2,R360
FireGL 9800 X2-256T,0.256,256,412,344,8,8,No,AGP 8x,DDR2,R360
6200 AGP,0.128,64,230,66,4,2,No,AGP 8x,DDR,NV18C
FX 5100,0.064,64,200,166,4,4,No,AGP 8x,DDR,NV34
FX 5200,0.128,128,250,200,4,4,No,AGP 8x,DDR,NV34
FX 5200,0.128,128,250,200,4,2,No,AGP 8x,DDR,NV18C
FX 5200 LE,0.128,64,250,166,4,4,No,AGP 8x,DDR,NV34
FX 5200 PCI,0.256,128,250,200,4,4,No,PCI,DDR,NV34B
FX 5200 Rev. 2,0.128,64,250,200,4,4,No,AGP 8x,DDR,NV34B
FX 5200 Ultra,0.128,128,325,325,4,4,No,AGP 8x,DDR,NV34
FX 5200 Ultra Mac Edition,0.128,128,325,325,4,4,No,AGP Pro 8x,DDR,NV34
FX 5600,0.128,128,325,250,4,4,No,AGP 8x,DDR,NV31
FX 5600 Ultra,0.128,128,400,400,4,4,No,AGP 8x,DDR,NV31
FX 5600 XT,0.128,128,235,200,4,4,No,AGP 8x,DDR,NV31
FX 5600 XT PCI,0.064,128,235,200,4,4,No,PCI,DDR,NV31
FX 5700,0.128,256,425,250,4,4,No,AGP 8x,DDR,NV36
FX 5700 Ultra,0.128,128,475,453,4,4,No,AGP 8x,GDDR2,NV36
FX 5800,0.128,128,400,400,8,4,No,AGP 8x,GDDR2,NV30
FX 5800 Ultra,0.128,128,500,500,8,4,No,AGP 8x,GDDR2,NV30
FX 5900,0.128,256,400,425,8,4,No,AGP 8x,DDR,NV35
FX 5900 Ultra,0.256,256,450,425,8,4,No,AGP 8x,DDR,NV35
FX 5900 XT,0.128,256,400,350,8,4,No,AGP 8x,DDR,NV35
FX 5900 ZT,0.128,256,325,350,8,4,No,AGP 8x,DDR,NV35
FX 5950 Ultra,0.256,256,475,475,8,4,No,AGP 8x,DDR,NV38
FX Go5100,0.032,64,200,200,4,4,No,AGP 8x,DDR,NV34
FX Go5200,0.032,128,200,200,4,4,No,AGP 8x,DDR,NV34
FX Go5200,0.032,128,200,200,4,4,No,AGP 8x,DDR,NV34B
FX Go5200 32M,0.032,64,200,200,4,4,No,AGP 8x,DDR,NV34
FX Go5200 64M,0.064,128,250,250,4,4,No,AGP 8x,DDR,NV34B
FX Go5200 NPB 32M,0.032,64,200,200,4,4,No,AGP 8x,DDR,NV34B
FX Go5200 NPB 64M,0.064,128,250,250,4,4,No,AGP 8x,DDR,NV34B
FX Go5250,0.064,128,250,250,4,4,No,AGP 8x,DDR,NV34
FX Go5300,0.064,128,275,250,4,4,No,AGP 8x,DDR,NV34
FX Go5350,0.064,128,275,275,4,4,No,AGP 8x,DDR,NV34
FX Go5600,0.128,128,275,250,4,4,No,AGP 8x,DDR,NV31
FX Go5650,0.128,128,325,295,4,4,No,AGP 8x,DDR,NV31
PCX 5900,0.128,256,350,275,8,4,No,PCIe 1.0 x16,DDR,NV35
GeForce4 MX 4000,0.128,64,250,166,4,2,No,AGP 8x,DDR,NV18
GeForce4 MX 4000 PCI,0.128,64,250,166,4,2,No,PCI,DDR,NV18C
GeForce4 MX 4000 Rev. 2,0.128,64,250,166,4,2,No,AGP 8x,DDR,NV18C
GeForce4 Ti 4800,0.128,128,300,325,8,4,No,AGP 8x,DDR,NV28
GeForce4 Ti 4800,0.128,128,300,325,8,4,No,AGP 8x,DDR,NV28
GeForce4 Ti 4800 SE,0.128,128,275,275,8,4,No,AGP 8x,SDR,NV28
i852GM Graphics,,,200,,1,1,Yes,FSB,System Shared,Montara
Mobility FireGL T2,0.128,128,320,200,4,4,No,AGP 4x,DDR,M10
Mobility Radeon,0.016,64,144,144,3,1,No,AGP 4x,DDR,M6
Mobility Radeon,0.016,64,144,144,3,1,No,AGP 4x,DDR,M6
Mobility Radeon 7000 IGP,,,183,,3,1,Yes,AGP 4x,System Shared,RS250
Mobility Radeon 9000 IGP,,,300,,2,2,Yes,AGP 8x,System Shared,RS300
Mobility Radeon 9000 IGP,,,300,,2,2,Yes,AGP 4x,System Shared,RC300
Mobility Radeon 9000 IGP,,,222,,2,2,Yes,AGP 4x,System Shared,RS350
Mobility Radeon 9100 IGP,,,300,,2,2,Yes,AGP 4x,System Shared,RS300
Mobility Radeon 9100 PRO IGP,,,300,,2,2,Yes,AGP 4x,System Shared,RS350
Mobility Radeon 9200,0.032,64,250,200,4,4,No,AGP 4x,DDR,M9
Mobility Radeon 9200,0.032,256,200,230,4,4,No,AGP 8x,DDR,M9+
Parhelia DL256,0.256,64,200,250,16,4,No,PCI-X,DDR,Parhelia-512
Parhelia HR256,0.256,64,200,250,16,4,No,PCI-X,DDR,Parhelia-512
Parhelia PCI,0.256,64,200,250,16,4,No,PCI-X,DDR,Parhelia-512
Parhelia Precision SDT,0.256,64,200,250,16,4,No,PCI-X,DDR,Parhelia-512
Parhelia Precision SGT,0.256,64,200,250,16,4,No,PCI-X,DDR,Parhelia-512
Quadro FX 1000,0.128,128,300,300,8,4,No,AGP 8x,DDR2,NV30
Quadro FX 2000,0.128,128,400,400,8,4,No,AGP 8x,DDR2,NV30
Quadro FX 3000,0.256,256,400,425,8,4,No,AGP 8x,DDR,NV35
Quadro FX 3000G,0.256,256,400,425,8,4,No,AGP 8x,DDR,NV35
Quadro FX 500,0.128,128,270,240,4,4,No,AGP 8x,DDR,NV34
Quadro FX Go700,0.128,128,295,295,4,4,No,AGP 4x,DDR,NV31
Quadro NVS 210S,,,425,,2,1,Yes,PCI,System Shared,C51
Quadro NVS 280 PCI,0.064,64,275,250,4,4,No,PCI,DDR,NV34B
Quadro4 100 NVS,0.064,128,250,166,4,2,No,AGP 4x,DDR,NV17
Quadro4 100 NVS PCI,0.064,128,250,166,4,2,No,PCI,DDR,NV17
Quadro4 200 NVS,0.064,128,250,250,4,2,No,AGP 4x,DDR,NV17
Quadro4 700 Go GL,0.064,128,199,223,4,4,No,AGP 4x,DDR,NV28
Radeon 9100,0.064,128,250,250,8,4,No,AGP 4x,DDR,R200
Radeon 9100 PCI,0.064,128,250,250,8,4,No,PCI,DDR,R200
Radeon 9200,0.128,128,250,200,4,4,No,AGP 8x,DDR,RV280
Radeon 9200 LE,0.064,128,250,200,4,4,No,AGP 8x,DDR,RV280
Radeon 9200 PCI,0.128,128,250,200,4,4,No,PCI,DDR,RV280
Radeon 9200 PRO,0.128,128,240,166,4,4,No,AGP 8x,DDR,RV280
Radeon 9200 SE,0.064,64,200,166,4,4,No,AGP 8x,DDR,RV280
Radeon 9200 SE PCI,0.064,64,200,166,4,4,No,PCI,DDR,RV280
Radeon 9500,0.064,256,275,270,4,4,No,AGP 8x,DDR,R300
Radeon 9550,0.064,128,250,200,4,4,No,AGP 8x,DDR,RV350
Radeon 9550 SE,0.064,64,250,200,4,4,No,AGP 8x,DDR,RV350
Radeon 9600,0.064,128,324,189,4,4,No,AGP 8x,DDR,RV350
Radeon 9600 PRO,0.128,128,400,300,4,4,No,AGP 8x,DDR,RV350
Radeon 9600 SE,0.064,64,325,200,4,4,No,AGP 8x,DDR,RV350
Radeon 9600 TX,0.128,128,297,270,8,8,No,AGP 8x,DDR,R300
Radeon 9600 XT,0.128,128,500,300,4,4,No,AGP 8x,DDR,RV360
Radeon 9800,0.128,256,325,290,8,8,No,AGP 8x,DDR,R350
Radeon 9800 PRO,0.256,256,380,340,8,8,No,AGP 8x,DDR,R360
Radeon 9800 PRO,0.128,256,380,340,8,8,No,AGP 8x,DDR,R350
Radeon 9800 PRO MAXX,0.128,256,380,340,8,8,No,AGP 8x,DDR,R350
Radeon 9800 SE,0.128,128,331,290,4,4,No,AGP 8x,DDR,R350
Radeon 9800 SE,0.128,256,378,297,4,4,No,AGP 8x,DDR,R350
Radeon 9800 XT,0.256,256,412,365,8,8,No,AGP 8x,DDR,R360
Radeon 9800 XXL,0.128,256,390,338,8,8,No,AGP 8x,DDR,R360
Volari Duo V5 Ultra,0.256,256,350,375,4,2,No,AGP 8x,DDR,XG41
Volari Duo V5 Ultra,0.256,256,350,500,4,2,No,AGP 8x,DDR2,XG41
Volari Duo V8 Ultra,0.256,256,350,375,8,4,No,AGP 8x,DDR,XG40
Volari Duo V8 Ultra,0.128,128,350,500,8,4,No,AGP 8x,DDR2,XG40
Volari V3,0.128,128,200,200,4,2,No,AGP 8x,DDR,XG42
Volari V3 XT,0.128,128,250,207,4,2,No,AGP 8x,DDR,XG42
Volari V5,0.256,128,325,325,4,2,No,AGP 8x,DDR,XG41
Volari V5,0.256,128,325,450,4,2,No,AGP 8x,DDR2,XG41
Volari V5 Ultra,0.256,128,350,375,4,2,No,AGP 8x,DDR,XG41
Volari V5 Ultra,0.256,128,350,500,4,2,No,AGP 8x,DDR2,XG41
Volari V8,0.256,128,300,325,8,4,No,AGP 8x,DDR,XG40
Volari V8,0.256,128,300,450,8,4,No,AGP 8x,DDR2,XG40
Volari V8 Ultra,0.256,128,350,375,8,4,No,AGP 8x,DDR,XG40
Volari V8 Ultra,0.256,128,350,500,8,4,No,AGP 8x,DDR2,XG40
All-In-Wonder 9500,0.128,128,277,270,4,4,No,AGP 8x,DDR,R300
All-In-Wonder Radeon 7500,0.064,128,260,180,6,2,No,AGP 8x,DDR,RV200
All-In-Wonder Radeon 7500 VE,0.064,128,260,250,6,2,No,PCI,DDR,RV200
Extreme Graphics,,,200,,1,1,Yes,FSB,System Shared,Brookdale
FireGL 9500 Z1-128,0.128,256,325,310,4,4,No,AGP 8x,DDR,R300
FireGL 9700 X1-128,0.128,256,325,310,8,8,No,AGP 8x,DDR,R300
FireGL 9700 X1-256,0.256,256,325,310,8,8,No,AGP 8x,DDR,R300
FireGL 9700 X1-256p,0.256,256,324,276,8,8,No,AGP Pro 8x,DDR,R300
GeForce4 410 Go,0.016,64,200,200,4,2,No,AGP 4x,DDR,NV17
GeForce4 420 Go,0.032,64,200,200,4,2,No,AGP 4x,DDR,NV17
GeForce4 440 Go,0.064,128,220,220,4,2,No,AGP 4x,DDR,NV17
GeForce4 448 Go,0.064,128,200,200,4,2,No,AGP 8x,DDR,NV18
GeForce4 460 Go,0.064,128,250,250,4,2,No,AGP 4x,DDR,NV17
GeForce4 488 Go,0.064,128,300,275,4,2,No,AGP 8x,DDR,NV18
GeForce4 Go 4200,0.064,64,200,200,8,4,No,AGP 8x,DDR,NV28
GeForce4 MX + nForce2,,,200,,4,2,Yes,AGP 4x,System Shared,Crush17
GeForce4 MX 420,0.064,128,250,166,4,2,No,AGP 4x,SDR,NV17
GeForce4 MX 420 PCI,0.064,64,250,166,4,2,No,PCI,SDR,NV17
GeForce4 MX 440,0.064,128,275,200,4,2,No,AGP 4x,DDR,NV17
GeForce4 MX 440 Mac Edition,0.064,128,275,200,4,2,No,AGP 4x,DDR,NV17
GeForce4 MX 440-8x,0.064,128,275,250,4,2,No,AGP 8x,DDR,NV18
GeForce4 MX 440-8x,0.032,32,275,250,4,2,No,AGP 8x,DDR,NV18
GeForce4 MX 440-SE,0.064,64,250,200,4,2,No,AGP 8x,DDR,NV18
GeForce4 MX 440-SE,0.064,128,250,166,4,2,No,AGP 4x,DDR,NV17
GeForce4 MX 440-SE,0.064,128,250,166,4,2,No,AGP 4x,DDR,NV17
GeForce4 MX 460,0.064,128,300,225,4,2,No,AGP 4x,DDR,NV17
GeForce4 Ti 4200,0.064,64,250,250,8,4,No,AGP 4x,DDR,NV25
GeForce4 Ti 4200,0.064,128,250,250,8,4,No,AGP 4x,DDR,NV25
GeForce4 Ti 4200-8X,0.064,128,250,250,8,4,No,AGP 8x,SDR,NV28
GeForce4 Ti 4200-8X,0.064,128,250,250,8,4,No,AGP 8x,SDR,NV28
GeForce4 Ti 4400,0.128,128,275,275,8,4,No,AGP 4x,DDR,NV25
GeForce4 Ti 4600,0.128,128,300,324,8,4,No,AGP 4x,DDR,NV25
i830MG Graphics,,,100,,1,1,Yes,FSB,System Shared,Almador
Millenium P650,0.128,128,276,276,8,2,No,AGP 8x,DDR,Parhelia-LX
Millenium P750,0.128,128,250,250,8,2,No,AGP 8x,DDR,Parhelia-LX
Millennium G450 x2 MMS,0.032,64,125,166,2,2,No,PCI,DDR,Condor
Millennium G450 x4 MMS,0.032,64,125,166,2,2,No,PCI,DDR,Condor
Mobility FireGL 9000,0.064,128,250,200,4,4,No,AGP 4x,DDR,M9
Mobility Radeon 9000,0.064,64,240,200,4,4,No,AGP 4x,DDR,M9
Mobility Radeon 9000,0.064,64,240,200,4,4,No,AGP 4x,DDR,M9
Mobility Radeon 9000,0.032,64,240,200,4,4,No,AGP 4x,DDR,M9
Mobility Radeon-P,0.032,64,166,166,3,1,No,AGP 4x,DDR,M6
Parhelia 128 MB,0.128,256,220,275,16,4,No,AGP 4x,DDR,Parhelia-512
Parhelia 128 MB,0.128,256,200,250,16,4,No,AGP 4x,DDR,Parhelia-512
Parhelia 256 MB,0.256,256,200,250,16,4,No,AGP 4x,DDR,Parhelia-512
Quadro4 380 XGL,0.128,128,275,256,4,4,No,AGP 8x,DDR,NV18
Quadro4 500 Go GL,0.064,128,220,220,4,2,No,AGP 4x,SDR,NV17
Quadro4 500 XGL,0.128,128,250,166,4,4,No,AGP 4x,SDR,NV17
Quadro4 550 XGL,0.064,128,270,200,4,4,No,AGP 4x,DDR,NV17
Quadro4 580 XGL,0.064,128,300,200,4,4,No,AGP 8x,DDR,NV18
Quadro4 700 XGL,0.064,128,275,225,8,8,No,AGP 4x,DDR,NV25
Quadro4 750 XGL,0.128,128,275,225,8,8,No,AGP 4x,DDR,NV25
Quadro4 900 XGL,0.128,128,300,325,8,8,No,AGP 4x,DDR,NV25
Quadro4 980 XGL,0.128,128,300,325,8,4,No,AGP 8x,DDR,NV28
Radeon 7500 Mac Edition,0.032,128,260,180,6,2,No,AGP 4x,DDR,RV200
Radeon 8500 LE,0.064,128,250,250,8,4,No,AGP 4x,DDR,R200
Radeon 9000,0.064,128,250,200,4,4,No,AGP 4x,DDR,RV250
Radeon 9000 LE,0.064,128,250,200,4,4,No,AGP 4x,DDR,RV250
Radeon 9000 PRO,0.128,128,275,275,4,4,No,AGP 4x,DDR,RV250
Radeon 9500 PRO,0.128,128,275,270,8,8,No,AGP 8x,DDR,R300
Radeon 9700,0.128,256,275,270,8,8,No,AGP 8x,DDR,R300
Radeon 9700 PRO,0.128,256,325,310,8,8,No,AGP 8x,DDR,R300
Radeon 9700 PRO X4,0.128,256,325,310,8,8,No,PCI,DDR,R300
Radeon IGP 320,,,160,,1,1,Yes,AGP 4x,System Shared,RS100
Radeon IGP 320M,,,160,,1,1,Yes,AGP 4x,System Shared,RS100
Radeon IGP 330M,,,183,,2,2,Yes,AGP 4x,System Shared,RS200
Radeon IGP 340,,,183,,2,2,Yes,AGP 4x,System Shared,RS200
Radeon IGP 340M,,,183,,2,2,Yes,AGP 4x,System Shared,RS200
Radeon IGP 345M,,,183,,2,2,Yes,AGP 4x,System Shared,RS200
Radeon IGP 350M,,,183,,2,2,Yes,AGP 4x,System Shared,RS200
All-In-Wonder Radeon 8500,0.128,128,275,275,8,4,No,AGP 8x,DDR,R200
All-In-Wonder Radeon 8500DV,0.064,128,230,190,8,4,No,AGP 8x,DDR,R200
Fire GL4,0.128,256,150,150,4,1,No,AGP Pro 8x,DDR,RC1000
FireGL 8700,0.064,128,250,270,8,4,No,AGP 4x,DDR,R200
FireGL 8800,0.128,128,300,290,8,4,No,AGP 4x,DDR,R200
GeForce2 Go 100,0.016,32,125,166,4,2,No,AGP 4x,DDR,NV11B
GeForce2 Go 200,0.032,64,143,166,4,2,No,AGP 4x,DDR,NV11B
GeForce2 MX + nForce 220,,,175,,4,2,Yes,AGP 4x,System Shared,Crush11
GeForce2 MX + nForce 420,,,175,,4,2,Yes,AGP 4x,System Shared,Crush11
GeForce2 MX 200,0.032,64,175,166,4,2,No,AGP 4x,SDR,NV11B
GeForce2 MX 200 LP,0.032,64,175,166,4,2,No,AGP 4x,SDR,NV11B
GeForce2 MX 200 PCI,0.064,64,175,166,4,2,No,PCI,SDR,NV11B
GeForce2 MX 400,0.032,128,200,166,4,2,No,AGP 4x,SDR,NV11B
GeForce2 MX 400 PCI,0.032,64,200,166,4,2,No,PCI,DDR,NV11B
GeForce2 Ti,0.064,128,250,200,8,4,No,AGP 4x,DDR,NV15
GeForce3,0.064,128,200,230,8,4,No,AGP 4x,DDR,NV20
GeForce3 Ti200,0.064,128,175,200,8,4,No,AGP 4x,DDR,NV20
GeForce3 Ti500,0.064,128,240,250,8,4,No,AGP 4x,DDR,NV20
i830M Graphics,,,166,,1,1,Yes,FSB,System Shared,Almador
Millennium G550,0.032,64,125,166,2,2,No,AGP 4x,DDR,Condor
Millennium G550 PCIe,0.032,64,125,166,2,2,No,PCIe 1.0 x1,DDR,Condor
Mobility FireGL 7800,0.064,128,280,200,2,2,No,AGP 4x,DDR,M7
Mobility Radeon 7500,0.032,64,280,200,2,1,No,AGP 4x,DDR,M7
Mobility Radeon 7500,0.032,64,230,183,2,1,No,AGP 4x,DDR,M7
Mobility Radeon 7500C,0.016,64,230,183,2,1,No,AGP 4x,DDR,M7
Playstation 2 GPU 180nm,0.004,2560,147,150,8,16,No,IGP,eDRAM,GS-180nm
Quadro DCC,0.064,128,200,230,4,4,No,AGP 4x,SDR,NV20
Quadro2 Go,0.032,64,143,181,2,2,No,AGP 4x,DDR,NV11B
Quadro2 Pro,0.064,128,200,250,8,4,No,AGP 4x,DDR,NV15
Radeon 7000,0.032,64,183,183,3,1,No,AGP 4x,DDR,RV100
Radeon 7000 PCI,0.032,64,133,133,3,1,No,PCI,DDR,RV100
Radeon 7500,0.064,128,290,230,6,2,No,AGP 4x,DDR,RV200
Radeon 7500 LE,0.064,128,250,175,6,2,No,AGP 4x,DDR,RV200
Radeon 8500,0.064,128,275,275,8,4,No,AGP 4x,DDR,R200
Radeon DDR VIVO,0.064,128,183,183,6,2,No,AGP 4x,DDR,Rage 6
Radeon DDR VIVO OEM,0.064,128,166,166,6,2,No,AGP 4x,DDR,Rage 6
Radeon DDR VIVO SE,0.064,128,187,180,6,2,No,AGP 4x,DDR,Rage 6
Radeon LE,0.032,128,148,148,6,2,No,AGP 4x,DDR,Rage 6
Radeon VE,0.032,64,183,183,3,1,No,AGP 4x,DDR,Rage 6
Radeon VE PCI,0.032,64,183,183,3,1,No,PCI,DDR,Rage 6
Xbox GPU,0.064,128,233,200,8,4,No,AGP 4x,DDR,NV2A
All-In-Wonder Radeon 7200,0.032,128,166,166,6,2,No,PCI,DDR,R100
Fire GL2,0.064,256,120,120,4,1,No,AGP 4x,DDR,RC1000
Fire GL3,0.128,256,120,125,4,1,No,AGP 4x,DDR,RC1000
GameCube GPU,0.016,64,162,162,4,4,No,IGP,SDR,Flipper
GeForce2 Go,0.064,64,143,166,4,2,No,AGP 4x,DDR,NV11B
GeForce2 Go,0.064,128,143,166,4,2,No,AGP 4x,DDR,NV11B
GeForce2 GTS,0.032,128,200,166,8,4,No,AGP 4x,DDR,NV15
GeForce2 GTS PRO,0.032,128,200,200,8,4,No,AGP 4x,DDR,NV15
GeForce2 MX,0.032,128,175,166,4,2,No,AGP 4x,SDR,NV11
GeForce2 MX DH Pro TV,0.032,128,175,166,4,2,No,AGP 4x,SDR,NV11
GeForce2 MX DH Pro TV PCI,0.032,128,175,166,4,2,No,PCI,SDR,NV11
GeForce2 MX PCI,0.032,64,175,166,4,2,No,PCI,SDR,NV11
GeForce2 PRO,0.064,128,200,200,8,4,No,AGP 4x,DDR,NV15
GeForce2 Ultra,0.064,128,250,230,8,4,No,AGP 4x,DDR,NV15
i815 Graphics,,,133,,1,1,Yes,FSB,System Shared,Solano
Millennium G450,0.032,64,125,166,2,2,No,PCI,DDR,Condor
Millennium G450 LP,0.032,64,125,166,2,2,No,AGP 4x,DDR,Condor
Playstation 2 GPU 250nm,0.004,2560,147,150,8,16,No,IGP,eDRAM,GS-250nm
Quadro2 MXR,0.032,128,200,183,4,4,No,AGP 4x,SDR,NV11B
Quadro2 MXR Low Profile,0.032,128,200,183,4,4,No,AGP 4x,SDR,NV11B
Radeon 7200,0.032,128,166,166,6,2,No,AGP 4x,DDR,R100
Radeon 7200,0.032,128,143,143,6,2,No,AGP 4x,SDR,R100
Radeon 7200 64 MB,0.064,128,166,166,6,2,No,AGP 4x,DDR,R100
Radeon DDR,0.032,128,166,166,6,2,No,AGP 4x,DDR,Rage 6
Radeon DDR MAXX,0.032,128,148,148,6,2,No,AGP 2x,DDR,Rage 6
Radeon SDR,0.032,128,166,166,6,2,No,AGP 4x,SDR,Rage 6
Radeon SDR PCI,0.032,128,166,166,6,2,No,PCI,SDR,Rage 6
Vanta LT,0.008,64,105,100,2,2,No,AGP 2x,SDR,NV5B
Voodoo4 4500 AGP,0.032,128,166,166,2,2,No,AGP 4x,SDR,VSA-100
Voodoo4 4500 PCI,0.032,128,166,166,2,2,No,PCI,SDR,VSA-100
Voodoo5 5500 AGP,0.032,128,166,166,2,2,No,AGP 2x,SDR,VSA-100
Voodoo5 5500 PCI,0.032,128,166,166,2,2,No,PCI,SDR,VSA-100
All-In-Wonder 128,0.032,128,90,90,2,2,No,AGP 4x,SDR,Rage 4
All-In-Wonder 128 PCI,0.016,128,90,90,2,2,No,PCI,SDR,Rage 4
All-In-Wonder 128 PRO,0.032,128,120,120,2,2,No,AGP 4x,SDR,Rage 4
All-In-Wonder 128 PRO Ultra,0.032,128,134,134,2,2,No,AGP 4x,SDR,Rage 4
Fire GL1,0.032,256,45,100,1,1,No,AGP 2x,SDR,IBM
256 DDR,0.032,128,120,150,4,4,No,AGP 4x,DDR,NV10
256 SDR,0.032,128,120,143,4,4,No,AGP 4x,SDR,NV10
i752,0.016,64,100,133,1,1,No,AGP 2x,SDR,Portola
i810 Graphics,,,133,,1,1,Yes,FSB,System Shared,Whitney
Marvel G400-TV,0.016,128,125,166,2,2,No,PCI,SDR,Toucan
Millennium G200A,0.008,64,84,112,1,1,No,PCI,SDR,Calao
Millennium G250,0.008,64,96,128,1,1,No,PCI,SDR,Calao
Millennium G400,0.032,128,125,166,2,2,No,PCI,SDR,Toucan
Millennium G400 MAX,0.032,128,150,200,2,2,No,PCI,SDR,Toucan
Quadro,0.032,128,135,166,4,4,No,AGP 4x,SDR,NV10
Rage 128 PRO,0.032,128,118,143,2,2,No,AGP 4x,SDR,Rage 4 PRO
Rage 128 PRO Ultra,0.032,64,130,130,2,2,No,AGP 4x,SDR,Rage 4 PRO
Rage 128 Ultra,0.016,64,130,130,2,2,No,AGP 4x,DDR,Rage 4
Rage Fury,0.032,128,80,120,2,2,No,AGP 2x,SDR,Rage 4
Rage Fury MAXX,0.032,128,125,143,2,2,No,AGP 4x,SDR,Rage 4
Rage Mobility 128,0.016,64,105,105,2,2,No,AGP 4x,DDR,M4
Rage Mobility 128,0.016,64,105,105,2,2,No,AGP 2x,SDR,M3
Rage Mobility-CL,0.008,64,75,70,1,1,No,AGP 2x,SDR,Rage Mobility
Rage Mobility-M,0.004,64,75,70,1,1,No,AGP 2x,SDR,Rage Mobility
Rage Mobility-M1,0.008,64,83,125,2,2,No,AGP 2x,SDR,M1
Rage Mobility-M3,0.008,64,105,105,2,2,No,AGP 2x,SDR,M3
Rage Mobility-M4,0.016,64,105,105,2,2,No,AGP 4x,SDR,M4
Rage Mobility-P,0.008,64,75,70,1,1,No,AGP 2x,SDR,Rage Mobility
Rage XL PCI,0.008,32,83,83,1,1,No,PCI,SDR,Rage 3
Riva TNT2 M64,0.016,64,125,143,2,2,No,AGP 4x,SDR,NV5B
Riva TNT2 M64 Vanta,0.016,64,100,133,2,2,No,AGP 4x,SDR,NV5B
Riva TNT2 M64 Vanta-16,0.016,64,100,133,2,2,No,AGP 4x,SDR,NV5B
Riva TNT2 PRO,0.032,128,143,167,2,2,No,AGP 4x,SDR,NV5B
